team_1,team_2,POM_dif,SAG_dif,MOR_dif,DOK_dif,result
1357,1254,-113,-133,-80,-106,0
1310,1264,-10,1,-6,-12,0
1290,1105,-35,-59,-27,-46,0
1250,1110,60,46,48,46,0
1202,1111,102,129,114,103,0
1279,1120,-3,-14,-9,-9,0
1103,1123,-85,-133,-103,-140,0
1235,1124,10,44,1,19,0
1256,1129,141,143,105,151,0
1390,1143,-15,-34,-17,-25,0
1322,1146,-111,-137,-83,-137,0
1434,1147,-78,-109,-62,-92,0
1462,1150,-90,-93,-95,-100,0
1441,1154,-62,-52,-46,-80,0
1210,1155,-1,8,8,10,0
1453,1156,-66,-83,-79,-60,0
1307,1161,41,28,50,39,0
1217,1165,64,15,54,38,0
1241,1174,-15,-7,6,3,0
1393,1177,-10,-17,-25,-3,0
1460,1178,2,-14,-10,-14,0
1166,1179,-74,-70,-84,-68,0
1407,1194,-54,-13,-39,-16,0
1313,1197,64,72,66,56,0
1387,1203,49,26,38,42,0
1151,1204,-10,18,26,23,0
1330,1206,1,-1,-9,-5,0
1131,1216,-85,-37,-83,-35,0
1431,1222,-2,20,-3,42,0
1354,1224,-45,-33,-20,-34,0
1201,1225,-190,-204,-184,-208,0
1464,1227,29,9,28,22,0
1133,1229,-35,-51,-69,-36,0
1234,1231,60,78,47,65,0
1391,1252,108,106,104,111,0
1437,1257,-8,-34,-3,-34,0
1280,1261,4,5,10,9,0
1299,1271,-66,-72,-37,-54,0
1125,1273,-126,-116,-149,-104,0
1326,1277,-8,-21,-12,-22,0
1228,1278,-110,-130,-100,-124,0
1381,1282,-118,-122,-78,-111,0
1255,1288,35,6,29,15,0
1375,1292,-30,-24,-46,-22,0
1263,1306,-55,-35,-9,-40,0
1410,1312,-45,-61,-6,-75,0
1301,1314,94,125,106,121,0
1239,1316,-88,-88,-26,-90,0
1220,1318,-74,-108,-62,-100,0
1451,1319,-33,-43,-2,-39,0
1458,1321,-94,-135,-115,-120,0
1160,1329,147,208,147,203,0
1417,1333,-150,-171,-127,-183,0
1286,1340,94,93,91,101,0
1135,1343,92,64,63,59,0
1149,1347,79,43,36,54,0
1233,1351,88,112,39,120,0
1295,1355,-197,-199,-159,-217,0
1429,1363,-130,-165,-95,-145,0
1427,1372,161,145,135,158,0
1104,1376,-67,-61,-38,-50,0
1182,1382,-33,-55,20,-40,0
1284,1383,-37,-68,-30,-57,0
1352,1384,-126,-171,-113,-156,0
1365,1388,-20,-50,-7,-30,0
1428,1395,-74,-42,-65,-41,0
1196,1397,-59,-38,-64,-54,0
1122,1398,-77,-80,-76,-62,0
1184,1399,72,79,63,58,0
1426,1402,-18,-27,-28,-25,0
1328,1403,-21,27,5,7,0
1369,1404,-9,-13,-24,-16,0
1416,1409,32,-11,14,-9,0
1392,1420,39,38,54,37,0
1457,1421,-196,-235,-238,-234,0
1157,1440,-27,-55,-49,-45,0
1317,1443,81,75,81,77,0
1356,1455,-21,-22,-21,-29,0
1423,1456,46,51,-19,52,0
1176,1117,88,113,73,108,0
1386,1173,-63,-16,-73,-34,0
1396,1247,-69,-92,-32,-95,0
1313,1126,-7,-18,-8,-14,0
1190,1144,-66,-101,-73,-88,0
1288,1175,55,130,82,104,0
1154,1189,35,-4,57,17,0
1258,1211,188,144,175,156,0
1148,1254,-92,-76,-99,-73,0
1193,1259,30,62,18,62,0
1354,1271,-58,-56,-33,-42,0
1224,1299,53,49,24,46,0
1429,1308,-4,14,18,3,0
1232,1320,26,48,62,41,0
1157,1347,-32,-47,-41,-36,0
1265,1351,-83,-96,-89,-74,0
1447,1357,100,132,81,109,0
1365,1362,-78,-90,-79,-92,0
1238,1380,-66,-139,-52,-117,0
1137,1110,-62,-60,-83,-57,0
1172,1151,-119,-166,-122,-148,0
1281,1235,-77,-75,-35,-75,0
1194,1255,-28,-68,-64,-60,0
1397,1261,22,-17,28,2,0
1210,1301,-78,-104,-84,-97,0
1219,1366,-154,-116,-128,-138,0
1264,1389,-87,-96,-80,-84,0
1404,1398,35,61,50,68,0
1304,1403,28,31,26,33,0
1430,1413,-172,-167,-143,-160,0
1325,1444,-40,-33,-66,-43,0
1140,1461,-39,-42,-31,-39,0
1123,1138,-33,8,-19,26,0
1103,1141,-135,-149,-180,-162,0
1416,1187,-158,-197,-166,-212,0
1173,1200,8,-5,37,-12,0
1330,1209,-179,-168,-198,-176,0
1456,1241,-101,-92,-75,-108,0
1182,1247,19,-13,89,-19,0
1159,1248,18,3,-8,13,0
1207,1257,-23,-36,-11,-42,0
1409,1267,-65,-53,-54,-51,0
1104,1280,13,-18,10,-27,0
1228,1321,-63,-85,-74,-70,0
1328,1329,-19,48,26,14,0
1458,1336,-106,-153,-118,-148,0
1266,1353,-163,-172,-104,-173,0
1222,1374,-61,-58,-69,-47,0
1246,1376,-110,-92,-83,-73,0
1396,1382,-121,-134,-101,-116,0
1424,1395,-134,-157,-128,-140,0
1318,1406,33,35,18,47,0
1174,1423,70,48,88,53,0
1408,1431,93,91,77,81,0
1418,1117,57,55,32,57,0
1253,1142,-93,-102,-100,-90,0
1449,1143,5,-4,-4,1,0
1139,1156,-198,-231,-180,-216,0
1114,1176,-54,-69,-47,-67,0
1239,1190,88,94,145,97,0
1407,1198,-51,-38,-31,-49,0
1305,1201,-49,-65,-67,-66,0
1455,1232,-32,-57,-62,-45,0
1426,1249,67,28,53,30,0
1363,1256,30,30,53,21,0
1205,1273,10,24,5,16,0
1331,1282,-163,-159,-139,-161,0
1184,1293,-28,2,29,-22,0
1226,1294,-149,-170,-116,-159,0
1236,1295,179,184,158,201,0
1216,1306,-20,-11,22,-28,0
1309,1317,60,73,60,81,0
1442,1324,168,202,153,209,0
1346,1357,31,64,28,50,0
1291,1384,-67,-64,-70,-41,0
1450,1390,-17,-23,-15,-33,0
1240,1399,129,151,76,123,0
1270,1402,-30,-52,-59,-51,0
1364,1414,-9,-67,5,-53,0
1436,1420,-115,-126,-124,-114,0
1237,1434,50,74,12,61,0
1284,1447,-56,-56,-51,-47,0
1252,1125,36,33,47,20,0
1165,1135,-56,-40,-50,-70,0
1259,1145,-40,-31,-26,-30,0
1383,1192,43,69,39,70,0
1137,1221,13,28,13,19,0
1351,1264,17,10,42,-12,0
1310,1389,-125,-125,-112,-115,0
1279,1104,8,26,2,39,0
1333,1113,35,-30,30,20,0
1185,1132,20,23,6,38,0
1460,1139,118,114,51,119,0
1273,1144,-5,-4,1,2,0
1353,1153,64,35,38,51,0
1151,1154,-102,-71,-69,-86,0
1219,1157,-44,-59,-20,-58,0
1168,1169,-63,-57,-79,-48,0
1133,1179,-43,-60,-46,-50,0
1222,1187,-181,-200,-202,-210,0
1150,1200,15,18,40,17,0
1441,1204,14,8,28,-18,0
1335,1217,-139,-107,-141,-107,0
1429,1225,-188,-210,-159,-210,0
1319,1226,46,33,-2,40,0
1231,1228,-24,-35,-22,-35,0
1400,1235,-72,-91,-79,-93,0
1411,1238,49,93,59,105,0
1386,1247,-114,-134,-103,-150,0
1298,1248,-46,-34,-24,-31,0
1218,1256,-118,-127,-83,-132,0
1207,1266,-16,2,-19,-6,0
1426,1270,8,4,31,9,0
1276,1278,-86,-102,-78,-101,0
1293,1287,-10,-68,-73,-53,0
1214,1288,-8,-39,-22,-17,0
1443,1292,-83,-90,-62,-87,0
1274,1301,48,67,47,48,0
1401,1304,-69,-68,-66,-63,0
1102,1307,-110,-89,-96,-100,0
1295,1312,-215,-233,-192,-236,0
1164,1313,-12,-11,-1,-13,0
1190,1316,-171,-176,-164,-183,0
1283,1320,-46,-34,-51,-37,0
1321,1336,-8,-11,6,-17,0
1365,1339,-165,-189,-135,-182,0
1212,1341,-3,-26,-8,-10,0
1171,1343,65,98,57,96,0
1338,1344,-42,-56,-41,-68,0
1326,1345,-38,-42,-64,-43,0
1148,1346,-46,-47,-77,-43,0
1457,1347,-205,-255,-224,-233,0
1253,1364,-35,-8,-64,-10,0
1394,1368,-125,-101,-110,-111,0
1184,1369,-80,-77,-32,-93,0
1208,1376,-97,-74,-52,-54,0
1257,1378,-65,-74,-85,-66,0
1331,1381,-50,-43,-57,-55,0
1211,1388,-58,-90,-66,-83,0
1399,1398,-103,-108,-82,-96,0
1249,1402,-89,-76,-81,-72,0
1329,1403,2,-20,-21,-14,0
1114,1407,15,17,-5,15,0
1272,1408,-151,-178,-132,-194,0
1430,1410,-138,-128,-151,-127,0
1440,1421,-31,13,-40,-12,0
1330,1433,2,27,-3,26,0
1397,1435,10,-16,22,1,0
1439,1438,-4,3,18,-2,0
1237,1442,-103,-96,-104,-106,0
1357,1447,-78,-95,-52,-77,0
1314,1448,-83,-101,-97,-104,0
1260,1453,-17,-33,-5,-39,0
1111,1459,-144,-190,-141,-165,0
1424,1461,-72,-79,-54,-80,0
1436,1107,-17,-14,-5,-3,0
1348,1182,-57,-43,-91,-62,0
1130,1199,8,7,1,12,0
1455,1229,-26,-58,-58,-44,0
1444,1245,66,45,79,66,0
1193,1259,25,41,2,40,0
1449,1390,27,27,29,27,0
1216,1392,-7,-4,-12,-10,0
1115,1108,-2,3,2,-1,0
1172,1158,-55,-56,-59,-50,0
1214,1164,-55,-47,-54,-40,0
1299,1197,-1,18,27,8,0
1204,1202,40,54,30,60,0
1365,1211,25,28,32,32,0
1411,1212,-3,-3,5,4,0
1308,1218,24,-5,23,-1,0
1175,1271,-103,-145,-100,-126,0
1192,1284,8,-2,5,-13,0
1288,1313,-59,-19,-33,-36,0
1400,1329,-19,6,-5,-6,0
1360,1337,-51,-69,-58,-56,0
1238,1341,-55,-122,-62,-111,0
1148,1357,-15,17,-49,7,0
1151,1441,-29,-7,-12,8,0
1138,1132,-13,-25,-21,-22,0
1405,1185,-98,-145,-111,-137,0
1330,1220,-53,-7,-29,-29,0
1438,1255,-276,-276,-301,-283,0
1277,1276,-39,-30,-34,-33,0
1356,1283,14,2,8,-3,0
1240,1287,57,38,-14,21,0
1123,1296,-83,-56,-53,-48,0
1166,1320,-31,-25,-42,-34,0
1235,1328,95,74,87,95,0
1184,1359,-21,34,17,-3,0
1403,1401,52,47,61,57,0
1150,1418,-141,-121,-96,-113,0
1196,1104,-56,-40,-55,-41,0
1280,1116,10,3,11,8,0
1110,1119,-81,-38,-100,-44,0
1281,1124,-74,-38,-31,-69,0
1111,1151,-117,-162,-131,-125,0
1437,1153,-87,-124,-94,-118,0
1460,1156,-120,-140,-160,-135,0
1242,1160,-169,-203,-157,-214,0
1464,1178,28,26,55,22,0
1350,1182,69,95,44,89,0
1133,1191,-22,-32,-30,-27,0
1373,1193,-53,-60,-28,-45,0
1429,1218,27,7,37,3,0
1453,1227,-13,-18,-34,-4,0
1177,1266,17,41,12,39,0
1451,1285,-5,-23,15,-17,0
1170,1286,48,40,68,23,0
1398,1293,64,75,104,50,0
1268,1301,-64,-70,-68,-63,0
1140,1307,-77,-66,-87,-75,0
1358,1372,-26,-74,-59,-82,0
1267,1374,3,15,3,9,0
1435,1376,-71,-60,-49,-49,0
1393,1378,-65,-77,-79,-66,0
1348,1387,42,57,17,46,0
1247,1396,118,126,129,125,0
1272,1409,-100,-116,-130,-118,0
1414,1415,-142,-142,-152,-136,0
1408,1416,55,94,44,104,0
1433,1423,-148,-197,-147,-195,0
1102,1428,-96,-113,-85,-120,0
1194,1443,137,141,121,148,0
1450,1449,-45,-41,-41,-57,0
1260,1454,-95,-107,-73,-100,0
1179,1455,40,53,42,44,0
1425,1112,18,24,17,14,0
1252,1144,-86,-103,-77,-97,0
1331,1147,-160,-168,-179,-164,0
1254,1192,62,70,76,74,0
1125,1205,-103,-141,-104,-120,0
1255,1251,107,55,82,63,0
1148,1284,-46,-14,-80,-39,0
1430,1295,-3,10,-5,10,0
1323,1344,-33,-38,-22,-49,0
1385,1353,-68,-55,-53,-65,0
1410,1355,-56,-52,-34,-82,0
1237,1381,15,48,-26,40,0
1384,1383,33,22,63,24,0
1131,1392,-94,-70,-106,-73,0
1394,1402,-204,-239,-227,-234,0
1216,1420,-38,-12,-31,-33,0
1426,1427,-21,-61,-27,-65,0
1129,1107,-67,-45,-53,-48,0
1335,1162,-111,-96,-120,-112,0
1463,1171,-135,-105,-118,-120,0
1135,1217,-8,17,-8,20,0
1239,1273,-32,-30,1,-27,0
1108,1105,-6,-10,2,-4,0
1417,1112,-9,-6,-5,-12,0
1411,1115,1,-48,14,-9,0
1208,1120,-59,-54,-59,-54,0
1229,1123,-82,-112,-66,-112,0
1400,1124,-84,-75,-78,-102,0
1224,1126,-11,-14,-11,-5,0
1314,1130,-37,-20,-20,-28,0
1356,1139,13,9,-35,7,0
1227,1141,-36,-43,-4,-49,0
1125,1144,-107,-133,-107,-115,0
1157,1145,-12,21,14,-14,0
1147,1152,25,74,34,54,0
1202,1154,-125,-136,-115,-134,0
1265,1159,-144,-144,-124,-140,0
1403,1160,-118,-153,-95,-160,0
1335,1165,-88,-76,-91,-65,0
1460,1168,-39,-26,-54,-31,0
1418,1176,-43,-65,-60,-60,0
1464,1184,-26,8,-8,-6,0
1374,1187,-132,-150,-128,-154,0
1435,1196,46,52,49,48,0
1438,1199,13,1,21,7,0
1252,1205,-82,-111,-74,-102,0
1238,1212,-41,-83,-39,-92,0
1175,1214,-34,-61,-23,-47,0
1463,1217,-94,-56,-95,-66,0
1220,1221,-17,-14,-19,-32,0
1276,1231,42,47,47,50,0
1243,1235,-75,-91,-72,-84,0
1346,1254,-57,-48,-44,-36,0
1337,1258,14,63,48,56,0
1280,1261,1,-4,3,-4,0
1318,1263,-69,-32,-73,-59,0
1185,1264,-14,-6,15,-17,0
1257,1266,1,34,-16,24,0
1408,1267,-9,14,-22,33,0
1197,1271,-58,-87,-48,-67,0
1448,1274,-4,-32,18,-22,0
1132,1287,-27,-42,-50,-55,0
1354,1288,26,-5,35,12,0
1236,1312,-59,-65,-61,-58,0
1308,1325,2,-21,7,-15,0
1281,1329,-4,40,7,11,0
1429,1331,15,-7,18,-7,0
1390,1332,25,31,25,40,0
1142,1340,-9,-1,-15,4,0
1421,1347,-1,-7,11,-1,0
1293,1351,-16,-19,-14,15,0
1191,1359,-137,-89,-129,-124,0
1186,1364,52,88,47,75,0
1311,1368,76,105,90,105,0
1256,1369,-60,-63,-72,-57,0
1452,1371,-56,-99,-40,-88,0
1447,1384,-29,-28,-58,-29,0
1307,1395,-52,-86,-50,-67,0
1330,1405,-48,-19,-41,-48,0
1137,1406,-16,-38,-46,-36,0
1443,1407,-121,-133,-117,-129,0
1362,1414,-15,-20,-12,-20,0
1422,1423,-43,-78,-36,-63,0
1402,1427,11,2,25,-5,0
1444,1434,-40,-17,-66,-11,0
1179,1454,-102,-105,-92,-111,0
1193,1456,19,28,-20,41,0
1158,1459,-112,-145,-114,-111,0
1436,1127,-89,-136,-74,-124,0
1420,1131,90,54,90,70,0
1269,1173,-55,-35,-49,-30,0
1181,1210,-6,-10,-8,-13,0
1248,1250,61,63,66,64,0
1392,1306,-5,6,42,-2,0
1228,1321,-83,-97,-93,-94,0
1198,1375,157,145,159,159,0
1113,1425,107,172,102,147,0
1301,1439,57,67,56,69,0
1108,1106,5,1,13,8,0
1204,1154,-80,-81,-84,-93,0
1354,1164,-16,4,-2,-10,0
1151,1189,-75,-85,-59,-92,0
1158,1202,-59,-61,-78,-55,0
1242,1243,-46,-39,-37,-38,0
1312,1255,11,20,-6,15,0
1126,1271,2,-3,-2,-4,0
1299,1288,27,-4,30,5,0
1175,1313,-97,-122,-87,-111,0
1211,1339,-200,-223,-157,-202,0
1338,1371,-67,-119,-68,-110,0
1394,1426,-172,-176,-175,-174,0
1266,1437,11,4,17,3,0
1172,1459,-166,-193,-165,-159,0
1229,1166,47,68,80,69,0
1357,1192,-31,-23,19,8,0
1206,1209,-171,-149,-181,-151,0
1246,1261,-31,-47,-32,-45,0
1127,1306,-40,-7,-20,-8,0
1169,1355,-106,-113,-101,-123,0
1344,1452,34,41,6,45,0
1283,1455,-34,-32,-34,-29,0
1277,1458,20,35,38,31,0
1275,1103,39,54,56,45,0
1397,1104,-2,-5,11,14,0
1120,1116,46,46,49,45,0
1439,1130,5,-4,15,-9,0
1221,1159,-190,-179,-163,-180,0
1235,1160,-58,-86,-57,-110,0
1318,1174,-74,-94,-73,-100,0
1179,1191,14,6,5,6,0
1268,1199,-23,-23,-15,-17,0
1356,1232,-107,-113,-133,-117,0
1433,1241,-207,-234,-203,-231,0
1119,1248,-16,-36,14,-43,0
1137,1250,-128,-122,-136,-126,0
1228,1276,-31,-19,-28,-24,0
1231,1278,-122,-145,-106,-134,0
1286,1294,-42,-47,-50,-44,0
1124,1304,34,49,29,55,0
1401,1329,-66,-49,-65,-61,0
1326,1336,-108,-156,-115,-141,0
1234,1345,42,48,19,47,0
1126,1366,10,30,3,20,0
1431,1374,-24,-8,-35,-8,0
1416,1379,-22,-33,-19,-14,0
1269,1382,-185,-222,-178,-206,0
1330,1406,-94,-96,-103,-107,0
1412,1409,1,-9,-27,-3,0
1274,1438,62,108,72,97,0
1251,1440,-14,-21,-23,-4,0
1227,1454,-46,-35,-22,-41,0
1180,1456,-96,-112,-97,-118,0
1141,1123,25,12,19,1,0
1436,1131,-39,-86,-49,-62,0
1260,1139,74,75,48,81,0
1417,1143,-69,-72,-69,-72,0
1368,1146,-70,-112,-70,-112,0
1324,1147,-87,-119,-87,-115,0
1181,1155,-16,-8,-19,-11,0
1421,1157,47,43,94,55,0
1340,1170,-98,-98,-103,-95,0
1122,1184,-44,-32,-58,-25,0
1172,1202,-117,-124,-117,-103,0
1305,1225,-223,-286,-231,-267,0
1125,1239,-104,-105,-149,-94,0
1183,1240,4,6,25,10,0
1420,1263,-1,3,5,3,0
1373,1264,-94,-92,-88,-86,0
1319,1285,-6,-19,-6,-6,0
1407,1292,18,25,24,22,0
1114,1309,16,17,-11,27,0
1311,1322,100,117,96,111,0
1272,1349,-157,-150,-154,-149,0
1434,1381,1,-12,-7,-5,0
1190,1391,-117,-118,-106,-126,0
1249,1394,95,154,117,152,0
1386,1396,-26,-31,-12,-50,0
1372,1402,-130,-125,-120,-120,0
1414,1413,-130,-131,-139,-133,0
1198,1418,16,15,19,17,0
1111,1422,-84,-118,-83,-97,0
1220,1423,-104,-157,-117,-154,0
1358,1426,-133,-150,-115,-143,0
1270,1427,-43,-71,-58,-63,0
1291,1447,-26,-15,-5,-8,0
1333,1449,93,103,88,109,0
1332,1450,24,15,43,13,0
1204,1459,-12,-26,-5,-10,0
1464,1460,73,85,114,81,0
1463,1165,-28,-19,-33,-7,0
1110,1248,-113,-93,-105,-105,0
1310,1259,4,-6,-9,-2,0
1171,1343,58,68,60,69,0
1120,1104,34,57,50,57,0
1397,1116,10,-16,10,2,0
1401,1124,-109,-117,-98,-125,0
1305,1129,-44,-70,-61,-56,0
1237,1147,-51,-58,-75,-54,0
1396,1150,-34,-9,-53,-8,0
1177,1153,-74,-91,-80,-82,0
1172,1154,-245,-262,-253,-243,0
1130,1155,3,8,-11,7,0
1243,1160,-124,-170,-125,-178,0
1186,1170,-103,-93,-102,-96,0
1283,1179,-63,-73,-57,-60,0
1382,1182,55,86,27,65,0
1359,1183,-69,-93,-60,-75,0
1447,1192,47,45,62,61,0
1261,1196,43,70,52,65,0
1175,1197,-47,-78,-37,-73,0
1443,1198,-146,-159,-108,-163,0
1318,1206,120,92,111,93,0
1433,1209,-184,-192,-178,-183,0
1438,1210,25,7,17,11,0
1354,1214,39,58,40,31,0
1164,1224,-17,-35,-11,-20,0
1340,1226,42,34,5,39,0
1320,1229,-5,-20,-16,-16,0
1277,1231,-2,8,-8,4,0
1133,1232,-78,-78,-98,-79,0
1220,1241,-160,-202,-176,-198,0
1203,1247,-107,-160,-75,-154,0
1239,1252,68,67,92,62,0
1384,1254,12,21,37,23,0
1323,1266,-8,-20,-4,-8,0
1412,1267,-53,-63,-75,-48,0
1288,1271,-57,-40,-31,-44,0
1439,1274,-71,-110,-75,-109,0
1376,1279,37,34,23,22,0
1208,1280,2,-13,18,1,0
1434,1282,-65,-97,-37,-83,0
1159,1298,37,46,8,33,0
1428,1307,11,33,15,12,0
1201,1308,-6,7,-10,14,0
1146,1311,4,20,-5,20,0
1299,1313,-30,-13,-21,-22,0
1345,1321,-93,-112,-85,-111,0
1245,1325,-59,-33,-59,-31,0
1400,1328,9,-28,-16,-19,0
1403,1329,-16,1,-17,-6,0
1450,1333,-136,-157,-132,-169,0
1169,1334,10,19,39,20,0
1228,1336,-86,-114,-88,-104,0
1388,1337,-82,-83,-82,-85,0
1207,1338,-3,1,-6,-1,0
1360,1339,-77,-116,-64,-102,0
1393,1344,-15,-14,-20,-13,0
1346,1352,47,61,23,71,0
1211,1362,-93,-97,-99,-97,0
1218,1363,-140,-149,-130,-137,0
1322,1368,-34,-25,-21,-19,0
1240,1369,11,3,-16,-3,0
1426,1372,96,67,57,67,0
1265,1373,-12,-32,-15,-31,0
1349,1374,17,1,-3,-1,0
1407,1375,97,98,114,92,0
1350,1386,179,173,172,202,0
1269,1387,-44,-26,-47,-26,0
1253,1413,-188,-215,-210,-201,0
1317,1418,-87,-95,-60,-101,0
1309,1419,-26,7,-12,7,0
1394,1427,-192,-242,-205,-241,0
1219,1440,-67,-118,-78,-101,0
1332,1449,-19,-39,-1,-47,0
1330,1456,-118,-123,-129,-125,0
1107,1131,-28,-65,-38,-53,0
1259,1145,-47,-50,-60,-44,0
1257,1163,-18,-26,-45,-20,0
1459,1202,53,77,46,60,0
1264,1233,-68,-79,-42,-76,0
1221,1250,-149,-131,-140,-136,0
1319,1286,-84,-95,-85,-90,0
1181,1385,-89,-115,-75,-108,0
1193,1389,-117,-99,-110,-95,0
1306,1420,25,15,-6,15,0
1405,1444,-18,-30,-47,-33,0
1326,1458,-2,-1,2,-2,0
1103,1182,-145,-137,-175,-149,0
1383,1192,42,58,53,65,0
1288,1224,-47,-24,-19,-32,0
1285,1226,21,40,-16,32,0
1115,1238,40,99,28,83,0
1352,1254,-93,-107,-57,-101,0
1388,1258,-77,-31,-56,-39,0
1164,1271,-27,-51,-23,-32,0
1384,1284,72,94,88,67,0
1410,1312,-76,-65,-52,-92,0
1242,1328,-19,-54,-39,-49,0
1253,1334,-71,-88,-65,-81,0
1362,1339,-86,-111,-63,-108,0
1313,1354,28,9,26,26,0
1106,1411,-7,44,-16,-1,0
1170,1451,127,130,121,130,0
1140,1102,41,24,19,38,0
1453,1156,-75,-94,-90,-84,0
1421,1157,47,43,94,55,0
1397,1196,46,32,50,46,0
1322,1249,-38,-73,-36,-67,0
1440,1251,14,21,23,4,0
1276,1277,46,36,42,39,0
1226,1286,-99,-116,-63,-116,0
1428,1361,55,66,72,57,0
1399,1369,-113,-131,-102,-121,0
1122,1398,-135,-120,-133,-105,0
1338,1452,-18,-23,-23,-17,0
1227,1454,-46,-35,-22,-41,0
1403,1124,-59,-67,-50,-70,0
1204,1154,-87,-87,-95,-90,0
1281,1160,-130,-148,-108,-171,0
1437,1163,-25,-45,-44,-39,0
1197,1164,-40,-27,-52,-36,0
1419,1176,-53,-115,-50,-105,0
1441,1189,-46,-61,-26,-69,0
1416,1222,14,4,24,-2,0
1336,1234,45,81,57,68,0
1269,1247,-127,-181,-109,-173,0
1221,1248,-195,-190,-185,-191,0
1119,1250,30,23,59,12,0
1214,1271,-82,-97,-82,-76,0
1155,1274,-79,-114,-79,-107,0
1116,1280,5,1,14,2,0
1137,1298,-132,-124,-151,-137,0
1175,1299,-69,-113,-75,-100,0
1235,1304,42,58,39,45,0
1424,1307,-59,-66,-56,-79,0
1231,1321,-105,-122,-103,-119,0
1387,1350,-144,-187,-134,-194,0
1153,1371,37,21,38,21,0
1394,1372,-49,-107,-86,-103,0
1344,1378,-71,-79,-82,-68,0
1200,1382,-114,-140,-107,-122,0
1462,1386,-47,-57,-60,-46,0
1379,1412,16,17,38,-8,0
1317,1418,-87,-95,-60,-101,0
1301,1448,-16,5,-21,-6,0
1151,1459,-38,-41,-16,-31,0
1212,1105,-1,-25,5,-8,0
1238,1106,-25,-84,-20,-62,0
1390,1113,-60,-136,-48,-100,0
1290,1115,-26,-57,-23,-48,0
1405,1123,-78,-131,-107,-119,0
1245,1132,-136,-146,-152,-135,0
1103,1138,-126,-141,-131,-137,0
1172,1151,-136,-171,-150,-143,0
1179,1191,12,5,12,3,0
1158,1204,-67,-89,-51,-82,0
1144,1239,17,44,-9,30,0
1444,1296,-94,-133,-66,-110,0
1429,1305,53,72,77,45,0
1295,1312,-189,-210,-182,-211,0
1364,1334,-44,-62,-7,-51,0
1270,1368,52,54,38,69,0
1190,1391,-145,-135,-149,-143,0
1415,1413,-6,-1,-14,-4,0
1449,1425,40,41,42,44,0
1111,1441,-160,-189,-179,-154,0
1357,1447,-72,-79,-68,-79,0
1217,1165,61,44,63,57,0
1162,1171,-74,-65,-53,-58,0
1318,1174,-104,-113,-110,-111,0
1172,1202,-131,-143,-143,-115,0
1351,1233,-70,-103,-39,-103,0
1206,1241,-158,-174,-152,-171,0
1339,1258,28,78,31,78,0
1360,1337,-52,-69,-60,-55,0
1135,1343,-26,15,-11,-8,0
1216,1392,-39,-31,-44,-43,0
1279,1120,-15,-15,-15,-12,0
1184,1122,24,22,33,7,0
1197,1126,-61,-77,-64,-63,0
1131,1127,-33,-28,-6,-43,0
1356,1133,-29,-39,-28,-44,0
1113,1143,36,101,14,78,0
1265,1145,-106,-144,-127,-124,0
1331,1147,-152,-152,-165,-144,0
1203,1182,-115,-148,-135,-137,0
1416,1187,-196,-203,-187,-207,0
1125,1190,-19,-24,-21,-9,0
1259,1193,-6,-40,12,-16,0
1397,1208,-3,-12,-14,-20,0
1433,1209,-161,-187,-152,-175,0
1436,1216,-88,-138,-103,-106,0
1206,1220,-11,35,19,27,0
1271,1224,10,13,6,12,0
1363,1225,-64,-76,-65,-77,0
1285,1226,15,13,-23,16,0
1234,1228,39,39,26,37,0
1403,1235,-74,-81,-62,-62,0
1462,1247,-171,-202,-173,-199,0
1139,1260,-68,-73,-43,-77,0
1373,1264,-102,-103,-93,-91,0
1401,1281,-47,-61,-60,-55,0
1166,1283,13,13,10,9,0
1340,1286,-69,-93,-67,-86,0
1268,1301,-66,-88,-75,-76,0
1461,1307,7,-6,-7,-10,0
1305,1308,-43,-60,-69,-49,0
1270,1311,-4,-28,-26,-18,0
1180,1318,-94,-115,-85,-134,0
1332,1333,-105,-136,-91,-144,0
1231,1336,-100,-136,-91,-124,0
1266,1338,15,29,20,26,0
1388,1339,-126,-133,-113,-134,0
1380,1341,-11,-8,-20,-6,0
1463,1343,-97,-50,-71,-74,0
1350,1348,117,134,123,147,0
1323,1353,-155,-170,-132,-175,0
1394,1358,-13,-11,-13,-16,0
1177,1378,-79,-97,-91,-88,0
1150,1382,-122,-139,-106,-129,0
1173,1387,19,35,25,28,0
1112,1390,-30,-30,-24,-35,0
1437,1393,-17,-24,-3,-27,0
1361,1395,-107,-119,-114,-109,0
1242,1400,-18,-21,-13,-20,0
1426,1402,-39,-74,-61,-65,0
1450,1425,-2,-18,-1,-17,0
1140,1428,-74,-96,-81,-88,0
1201,1429,-13,-11,-16,12,0
1222,1431,-31,-55,-41,-49,0
1116,1435,2,5,21,9,0
1444,1123,-68,-88,-72,-84,0
1210,1130,-14,-4,-2,-7,0
1433,1180,-12,-17,-4,1,0
1314,1181,-7,-8,-8,-8,0
1310,1259,-3,-6,-16,-7,0
1132,1275,124,118,140,115,0
1138,1325,68,92,72,97,0
1385,1344,57,60,55,49,0
1257,1371,-58,-89,-63,-83,0
1237,1381,-14,20,-56,12,0
1317,1419,-57,-49,-55,-48,0
1282,1434,79,92,56,86,0
1433,1206,-35,-64,-37,-56,0
1317,1292,-27,-43,-19,-32,0
1211,1365,-25,-30,-35,-30,0
1319,1285,-5,-31,-10,-19,0
1331,1324,-50,-31,-46,-28,0
